Clases	Tipo de dato	Periodo	Total
0117 Legumbres y hortalizas	Variación anual	2006M01	6,7
0117 Legumbres y hortalizas	Variación anual	2005M12	7,2
0117 Legumbres y hortalizas	Variación anual	2005M11	7,1
0117 Legumbres y hortalizas	Variación anual	2005M10	6,4
0117 Legumbres y hortalizas	Variación anual	2005M09	4,5
0117 Legumbres y hortalizas	Variación anual	2005M08	1,5
0117 Legumbres y hortalizas	Variación anual	2005M07	0,3
0117 Legumbres y hortalizas	Variación anual	2005M06	0
0117 Legumbres y hortalizas	Variación anual	2005M05	0,5
0117 Legumbres y hortalizas	Variación anual	2005M04	1,2
0117 Legumbres y hortalizas	Variación anual	2005M03	1
0117 Legumbres y hortalizas	Variación anual	2005M02	-1,2
0117 Legumbres y hortalizas	Variación anual	2005M01	-3,4
0117 Legumbres y hortalizas	Variación anual	2004M12	-3,5
0117 Legumbres y hortalizas	Variación anual	2004M11	-3
0117 Legumbres y hortalizas	Variación anual	2004M10	-1,2
0117 Legumbres y hortalizas	Variación anual	2004M09	2,2
0117 Legumbres y hortalizas	Variación anual	2004M08	6,4
0117 Legumbres y hortalizas	Variación anual	2004M07	7,4
0117 Legumbres y hortalizas	Variación anual	2004M06	8,5
0117 Legumbres y hortalizas	Variación anual	2004M05	9,6
0117 Legumbres y hortalizas	Variación anual	2004M04	9,4
0117 Legumbres y hortalizas	Variación anual	2004M03	9,5
0117 Legumbres y hortalizas	Variación anual	2004M02	9,6
0117 Legumbres y hortalizas	Variación anual	2004M01	9,8
0117 Legumbres y hortalizas	Variación anual	2003M12	8,1
0117 Legumbres y hortalizas	Variación anual	2003M11	7,6
0117 Legumbres y hortalizas	Variación anual	2003M10	6,4
0117 Legumbres y hortalizas	Variación anual	2003M09	4,8
0117 Legumbres y hortalizas	Variación anual	2003M08	2,6
0117 Legumbres y hortalizas	Variación anual	2003M07	2,2
0117 Legumbres y hortalizas	Variación anual	2003M06	2,5
0117 Legumbres y hortalizas	Variación anual	2003M05	1,4
0117 Legumbres y hortalizas	Variación anual	2003M04	0,5
0117 Legumbres y hortalizas	Variación anual	2003M03	1,3
0117 Legumbres y hortalizas	Variación anual	2003M02	4,1
0117 Legumbres y hortalizas	Variación anual	2003M01	7
0117 Legumbres y hortalizas	Variación anual	2002M12	11,2
0117 Legumbres y hortalizas	Variación anual	2002M11	12,1
0117 Legumbres y hortalizas	Variación anual	2002M10	11,6
0117 Legumbres y hortalizas	Variación anual	2002M09	11,2
0117 Legumbres y hortalizas	Variación anual	2002M08	9,2
0117 Legumbres y hortalizas	Variación anual	2002M07	7,7
0117 Legumbres y hortalizas	Variación anual	2002M06	8,7
0117 Legumbres y hortalizas	Variación anual	2002M05	11,3
0117 Legumbres y hortalizas	Variación anual	2002M04	13,9
0117 Legumbres y hortalizas	Variación anual	2002M03	13
0117 Legumbres y hortalizas	Variación anual	2002M02	10,1
0117 Legumbres y hortalizas	Variación anual	2002M01	6,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2025M01	3
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M12	0,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M11	1,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M10	2,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M09	-0,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M08	-2
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M07	-1,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M06	-2,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M05	-0,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M04	-0,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M03	-1,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M02	-1,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2024M01	1,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M12	10,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M11	10,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M10	9,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M09	8,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M08	5,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M07	3,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M06	6,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M05	7,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M04	9,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M03	10,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M02	7
0117 Legumbres y hortalizas	Variación en lo que va de año	2023M01	0,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M12	14,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M11	12,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M10	16,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M09	11,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M08	8,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M07	7,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M06	7,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M05	7,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M04	12,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M03	4,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M02	2,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2022M01	1
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M12	5,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M11	2,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M10	1,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M09	0,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M08	0,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M07	-0,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M06	0,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M05	3,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M04	6,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M03	2,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M02	2,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2021M01	4,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M12	0,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M11	2
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M10	2,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M09	1,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M08	-0,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M07	-1,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M06	0,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M05	3,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M04	7,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M03	1
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M02	1,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2020M01	1,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M12	1,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M11	0,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M10	-0,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M09	0,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M08	0,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M07	0,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M06	1,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M05	2,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M04	4,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M03	1,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M02	3,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2019M01	1,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M12	3,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M11	3,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M10	2,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M09	-1
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M08	-2,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M07	-1,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M06	-0,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M05	0,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M04	0,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M03	-0,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M02	-0,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2018M01	0,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M12	1,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M11	-0,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M10	0,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M09	-1,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M08	-4
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M07	-3,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M06	-3,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M05	0,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M04	4,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M03	3,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M02	8
0117 Legumbres y hortalizas	Variación en lo que va de año	2017M01	4
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M12	6,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M11	2,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M10	2,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M09	1,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M08	1,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M07	2,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M06	1,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M05	3,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M04	5,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M03	4,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M02	1
0117 Legumbres y hortalizas	Variación en lo que va de año	2016M01	-0,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M12	4
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M11	4,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M10	7,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M09	4,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M08	0,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M07	-1,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M06	2,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M05	4,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M04	5,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M03	4,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M02	8,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2015M01	2
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M12	-6
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M11	-6,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M10	-5,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M09	-8,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M08	-11,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M07	-9,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M06	-8,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M05	-6,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M04	-2,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M03	-3,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M02	-2,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2014M01	-1,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M12	3
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M11	-4,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M10	-5,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M09	-3,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M08	-2,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M07	0,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M06	1,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M05	3,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M04	1,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M03	0,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M02	-0,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2013M01	-0,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M12	9,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M11	5
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M10	3,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M09	2,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M08	-0,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M07	-0,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M06	0,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M05	3
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M04	5,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M03	7,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M02	6,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2012M01	0,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M12	-4,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M11	-4,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M10	-4
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M09	-3,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M08	-3,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M07	-2,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M06	-1,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M05	0,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M04	0,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M03	0,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M02	0,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2011M01	0,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M12	7
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M11	6,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M10	5,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M09	5,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M08	6,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M07	6,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M06	5,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M05	4,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M04	2,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M03	1,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M02	0,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2010M01	0
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M12	-2,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M11	-2,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M10	-2
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M09	-1,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M08	-1,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M07	-0,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M06	0,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M05	1,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M04	2
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M03	1,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M02	1,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2009M01	0,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M12	1,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M11	1,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M10	1,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M09	1,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M08	1,6
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M07	2,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M06	2,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M05	1
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M04	0,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M03	0,4
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M02	0,1
0117 Legumbres y hortalizas	Variación en lo que va de año	2008M01	0,5
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M12	5,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M11	4,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M10	4
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M09	3,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M08	3,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M07	3,8
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M06	3,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M05	4,3
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M04	4,2
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M03	2,7
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M02	1,9
0117 Legumbres y hortalizas	Variación en lo que va de año	2007M01	1
0117 Legumbres y hortalizas	Variación en lo que va de año	2006M12	4,7
